               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  24,             0.01732,           0.0077011,            0.010169,             0.67843,             0.96667,             0.96944,              0.8229,           0.0040331,            0.005355,           0.0011646,            0.009241,            0.009241,            0.009241
                  25,            0.016995,           0.0076511,            0.009904,             0.88509,               0.889,             0.96178,             0.85738,            0.003516,           0.0040388,          0.00036639,            0.009208,            0.009208,            0.009208
                  26,            0.016789,           0.0074793,           0.0099521,             0.81159,             0.94136,             0.95622,             0.88334,           0.0031675,            0.003931,          0.00043839,            0.009175,            0.009175,            0.009175
                  27,            0.016565,           0.0074451,           0.0090068,             0.81593,                   1,             0.98389,             0.87802,           0.0033965,           0.0035558,          0.00048387,            0.009142,            0.009142,            0.009142
                  28,            0.015949,           0.0073657,           0.0087225,              0.8244,                   1,             0.96178,             0.87377,           0.0031734,            0.003291,           0.0003286,            0.009109,            0.009109,            0.009109
                  29,            0.016723,            0.007312,           0.0096826,             0.85888,             0.98564,               0.995,             0.90107,           0.0032024,            0.003908,          0.00061715,            0.009076,            0.009076,            0.009076
                  30,            0.016845,           0.0073605,           0.0091478,             0.88194,             0.98115,               0.995,             0.92337,            0.003081,           0.0032145,          0.00027785,            0.009043,            0.009043,            0.009043
                  31,            0.016206,           0.0073317,           0.0095402,             0.72677,             0.95343,             0.91756,               0.799,           0.0037312,           0.0046048,          0.00092685,             0.00901,             0.00901,             0.00901
                  32,            0.016071,           0.0074115,           0.0094424,             0.80679,             0.97124,             0.98389,             0.89607,           0.0029148,           0.0040286,          0.00078356,            0.008977,            0.008977,            0.008977
                  33,            0.016176,           0.0072733,           0.0094082,             0.85471,             0.99711,             0.93972,             0.85875,           0.0028898,           0.0035782,          0.00031447,            0.008944,            0.008944,            0.008944
                  34,            0.015966,           0.0071544,           0.0083752,             0.90421,             0.95625,             0.98389,             0.89878,           0.0029974,           0.0035647,          0.00030953,            0.008911,            0.008911,            0.008911
                  35,            0.015344,           0.0070007,           0.0076579,             0.84503,             0.96278,             0.98389,             0.91063,           0.0026248,           0.0031006,          0.00044465,            0.008878,            0.008878,            0.008878
                  36,            0.015672,           0.0070398,           0.0081925,             0.84107,             0.97777,             0.98389,             0.92778,           0.0025868,           0.0041341,          0.00032824,            0.008845,            0.008845,            0.008845
                  37,            0.015483,           0.0070886,           0.0085584,             0.85068,             0.99319,             0.97289,             0.89477,           0.0029173,           0.0034928,          0.00030702,            0.008812,            0.008812,            0.008812
                  38,            0.015697,           0.0070713,           0.0083787,              0.8877,             0.92753,             0.96722,              0.8887,           0.0029763,            0.002841,          0.00032961,            0.008779,            0.008779,            0.008779
                  39,            0.015588,           0.0069718,           0.0074316,             0.88145,             0.95895,             0.97278,             0.92699,           0.0026386,           0.0028068,          0.00035799,            0.008746,            0.008746,            0.008746
                  40,            0.015161,           0.0067175,           0.0071843,             0.89778,             0.97776,             0.97289,             0.91049,            0.002766,           0.0027376,          0.00022656,            0.008713,            0.008713,            0.008713
                  41,            0.015382,           0.0068071,           0.0077039,              0.8925,             0.95004,             0.98389,             0.93596,            0.002295,           0.0024761,          0.00025555,             0.00868,             0.00868,             0.00868
                  42,            0.014709,           0.0068533,           0.0077761,             0.85867,             0.96492,             0.97289,             0.91804,           0.0024439,           0.0029904,          0.00034767,            0.008647,            0.008647,            0.008647
                  43,            0.014632,           0.0067669,           0.0073458,             0.89095,             0.95488,             0.98389,             0.91157,            0.002404,           0.0026002,          0.00029024,            0.008614,            0.008614,            0.008614
                  44,             0.01414,           0.0068117,           0.0075243,              0.8659,              0.9773,             0.98389,             0.90944,           0.0027526,           0.0029011,          0.00025532,            0.008581,            0.008581,            0.008581
                  45,            0.014707,           0.0068106,           0.0075903,             0.83483,             0.98696,             0.97289,             0.92684,           0.0025534,           0.0031016,           0.0002926,            0.008548,            0.008548,            0.008548
                  46,             0.01505,           0.0068482,           0.0079647,             0.86336,                   1,               0.995,             0.94545,           0.0024824,            0.003127,          0.00030673,            0.008515,            0.008515,            0.008515
                  47,            0.014994,           0.0066576,           0.0072643,             0.90206,             0.98227,               0.995,             0.94698,           0.0023602,           0.0027702,          0.00023118,            0.008482,            0.008482,            0.008482
                  48,            0.014595,           0.0065244,           0.0067234,             0.93291,             0.98618,               0.995,             0.94174,           0.0022723,           0.0031652,           0.0001885,            0.008449,            0.008449,            0.008449
                  49,            0.014618,           0.0065811,           0.0069208,             0.92948,             0.97015,               0.995,             0.92515,           0.0026725,           0.0031392,          0.00020611,            0.008416,            0.008416,            0.008416
                  50,            0.014179,           0.0065915,             0.00763,             0.92184,             0.97807,               0.995,             0.94198,           0.0023305,           0.0022165,          0.00021246,            0.008383,            0.008383,            0.008383
                  51,            0.014856,           0.0065688,           0.0076218,             0.92087,             0.99899,               0.995,             0.94419,           0.0024041,           0.0027504,          0.00018999,             0.00835,             0.00835,             0.00835
                  52,            0.014183,            0.006635,           0.0072969,             0.93861,                   1,               0.995,             0.94442,           0.0024881,            0.003183,          0.00013262,            0.008317,            0.008317,            0.008317
                  53,            0.013871,           0.0066735,           0.0071167,             0.91723,             0.98963,               0.995,              0.9414,           0.0023671,           0.0028548,          0.00019133,            0.008284,            0.008284,            0.008284
                  54,            0.014481,            0.006442,           0.0070264,             0.95005,                   1,               0.995,             0.93909,           0.0021912,           0.0029712,          0.00015938,            0.008251,            0.008251,            0.008251
                  55,            0.014306,           0.0064847,           0.0070663,             0.95552,             0.99212,               0.995,             0.94707,           0.0022097,           0.0025258,           0.0001514,            0.008218,            0.008218,            0.008218
                  56,            0.014819,           0.0065314,           0.0074713,             0.93358,             0.99989,               0.995,              0.9336,           0.0022511,           0.0025982,           0.0001446,            0.008185,            0.008185,            0.008185
                  57,            0.013798,           0.0063739,           0.0066744,             0.94287,                   1,               0.995,              0.9381,           0.0022446,           0.0025307,          0.00011677,            0.008152,            0.008152,            0.008152
                  58,            0.014267,           0.0063665,           0.0067982,             0.94061,             0.99527,               0.995,             0.95403,           0.0020622,           0.0021219,          0.00017041,            0.008119,            0.008119,            0.008119
                  59,            0.014385,           0.0065305,           0.0070205,             0.92713,             0.99484,               0.995,             0.93415,           0.0021643,           0.0020697,          0.00014895,            0.008086,            0.008086,            0.008086
                  60,            0.013836,           0.0064618,           0.0073433,             0.93975,                   1,               0.995,             0.94814,            0.002057,           0.0021672,          0.00016874,            0.008053,            0.008053,            0.008053
                  61,             0.01448,           0.0063125,           0.0061674,             0.93006,                   1,               0.995,             0.95856,           0.0019801,            0.002178,          0.00013481,             0.00802,             0.00802,             0.00802
                  62,            0.013724,            0.006331,           0.0063938,             0.91897,                   1,               0.995,             0.95653,            0.001908,           0.0021837,          0.00014615,            0.007987,            0.007987,            0.007987
                  63,            0.014294,           0.0064298,           0.0069393,             0.93779,             0.99127,               0.995,             0.95906,            0.001947,           0.0019043,          0.00014752,            0.007954,            0.007954,            0.007954
                  64,            0.014099,           0.0062905,            0.006062,             0.95003,             0.98766,               0.995,              0.9588,           0.0020805,           0.0017547,            0.000146,            0.007921,            0.007921,            0.007921
                  65,            0.014502,           0.0063579,           0.0066648,             0.95041,             0.99834,               0.995,             0.94746,            0.002044,           0.0018856,          0.00014859,            0.007888,            0.007888,            0.007888
                  66,            0.013822,           0.0063882,           0.0065775,             0.93968,                   1,               0.995,             0.94615,           0.0022034,           0.0020263,          0.00013757,            0.007855,            0.007855,            0.007855
                  67,            0.013924,           0.0062255,           0.0060445,             0.94451,             0.99586,               0.995,             0.94034,           0.0022095,           0.0020411,          0.00012408,            0.007822,            0.007822,            0.007822
                  68,            0.013804,           0.0063069,           0.0070706,             0.94527,                   1,               0.995,             0.92983,           0.0022674,           0.0020836,          0.00012042,            0.007789,            0.007789,            0.007789
                  69,            0.014005,           0.0062379,           0.0062079,             0.94761,             0.99798,               0.995,             0.94096,           0.0021335,           0.0021005,          0.00012502,            0.007756,            0.007756,            0.007756
                  70,            0.014171,           0.0062537,            0.007265,             0.94593,             0.99378,               0.995,             0.94264,           0.0021534,            0.002191,          0.00012332,            0.007723,            0.007723,            0.007723
                  71,            0.013933,           0.0062347,           0.0068006,             0.95223,             0.99207,               0.995,             0.93789,           0.0021079,           0.0021911,           0.0001225,             0.00769,             0.00769,             0.00769
                  72,            0.013986,           0.0062453,           0.0064678,             0.96214,             0.99851,               0.995,             0.94923,            0.002101,           0.0022734,          0.00012234,            0.007657,            0.007657,            0.007657
                  73,            0.013313,           0.0061266,           0.0067034,             0.95877,                   1,               0.995,             0.94739,           0.0021046,           0.0022961,          0.00013855,            0.007624,            0.007624,            0.007624
                  74,            0.013288,           0.0061602,            0.006504,             0.95671,                   1,               0.995,             0.95072,            0.001935,            0.002137,           0.0001328,            0.007591,            0.007591,            0.007591
                  75,            0.013336,           0.0060704,           0.0059551,             0.95636,                   1,               0.995,             0.95403,           0.0018575,           0.0019681,          0.00011723,            0.007558,            0.007558,            0.007558
                  76,            0.013422,           0.0060425,           0.0059967,              0.9513,                   1,               0.995,             0.94907,           0.0019152,           0.0019525,          0.00011992,            0.007525,            0.007525,            0.007525
                  77,            0.013197,           0.0061309,           0.0062224,              0.9491,                   1,               0.995,             0.94576,           0.0019292,           0.0018443,          0.00011961,            0.007492,            0.007492,            0.007492
                  78,            0.013692,           0.0060859,           0.0062613,             0.95157,                   1,               0.995,             0.94742,           0.0019034,           0.0018365,          0.00011317,            0.007459,            0.007459,            0.007459
                  79,            0.013681,           0.0060752,           0.0059542,             0.95376,             0.99459,               0.995,             0.94576,           0.0019811,           0.0018871,          0.00011259,            0.007426,            0.007426,            0.007426
                  80,            0.013432,           0.0060169,           0.0062727,             0.95276,             0.99013,               0.995,             0.94576,           0.0020456,           0.0018645,          0.00011863,            0.007393,            0.007393,            0.007393
                  81,            0.013292,           0.0060722,           0.0059532,             0.94342,              0.9955,               0.995,             0.94989,           0.0020656,           0.0018969,          0.00012097,             0.00736,             0.00736,             0.00736
                  82,            0.013046,           0.0059287,           0.0057047,             0.94391,             0.99411,               0.995,             0.94659,           0.0020763,           0.0019098,          0.00012177,            0.007327,            0.007327,            0.007327
                  83,            0.013267,           0.0059408,           0.0059093,              0.9437,                   1,               0.995,             0.95529,            0.002064,           0.0018807,          0.00012201,            0.007294,            0.007294,            0.007294
                  84,            0.013168,            0.006004,           0.0064522,             0.94386,                   1,               0.995,             0.95653,            0.001949,           0.0018027,          0.00012892,            0.007261,            0.007261,            0.007261
                  85,            0.013358,           0.0060056,           0.0060447,             0.94243,                   1,               0.995,             0.96193,           0.0018865,           0.0018213,          0.00012723,            0.007228,            0.007228,            0.007228
                  86,             0.01286,           0.0058822,           0.0055162,             0.94061,                   1,               0.995,             0.96481,           0.0018389,           0.0018566,           0.0001217,            0.007195,            0.007195,            0.007195
                  87,            0.013138,           0.0059887,           0.0061726,             0.94417,                   1,               0.995,             0.96604,           0.0018341,           0.0018595,          0.00011934,            0.007162,            0.007162,            0.007162
                  88,            0.012838,           0.0059718,            0.006625,             0.94666,                   1,               0.995,             0.95939,           0.0018548,           0.0018613,          0.00011496,            0.007129,            0.007129,            0.007129
                  89,            0.013229,           0.0060769,            0.006337,             0.94857,                   1,               0.995,             0.96271,           0.0018531,           0.0018206,          0.00011335,            0.007096,            0.007096,            0.007096
                  90,            0.013073,           0.0058483,            0.005696,             0.94847,                   1,               0.995,             0.95774,           0.0018646,           0.0017768,          0.00010958,            0.007063,            0.007063,            0.007063
                  91,            0.012787,           0.0059765,           0.0061363,             0.94878,             0.98807,               0.995,             0.95857,           0.0018756,           0.0017304,          0.00011453,             0.00703,             0.00703,             0.00703
                  92,            0.012936,           0.0058891,           0.0059857,             0.94992,             0.98537,               0.995,             0.96313,           0.0018659,           0.0017215,          0.00011989,            0.006997,            0.006997,            0.006997
                  93,             0.01299,           0.0057927,           0.0057784,             0.95363,             0.97982,               0.995,             0.95817,           0.0018509,           0.0016714,          0.00012273,            0.006964,            0.006964,            0.006964
                  94,            0.012659,           0.0058425,           0.0059109,             0.94913,             0.98466,               0.995,             0.96314,           0.0018291,           0.0016489,          0.00012031,            0.006931,            0.006931,            0.006931
                  95,            0.012878,           0.0057683,            0.005387,             0.95033,             0.98759,               0.995,             0.96687,           0.0018453,           0.0016023,          0.00011811,            0.006898,            0.006898,            0.006898
                  96,            0.012804,           0.0057163,           0.0056315,             0.95375,             0.99202,               0.995,             0.96315,           0.0018151,           0.0015661,          0.00011529,            0.006865,            0.006865,            0.006865
                  97,            0.012633,           0.0058136,           0.0060122,             0.95509,             0.99644,               0.995,             0.96811,           0.0017846,           0.0015327,           0.0001128,            0.006832,            0.006832,            0.006832
                  98,            0.012935,           0.0058787,           0.0060935,             0.95676,                   1,               0.995,             0.96479,           0.0017783,           0.0015439,          0.00010926,            0.006799,            0.006799,            0.006799
                  99,            0.012548,           0.0057074,           0.0054089,             0.95631,                   1,               0.995,              0.9648,           0.0017796,           0.0015312,          0.00010796,            0.006766,            0.006766,            0.006766
                 100,            0.012668,           0.0057829,           0.0057734,             0.95623,                   1,               0.995,             0.96811,           0.0017643,           0.0015311,           0.0001044,            0.006733,            0.006733,            0.006733
                 101,            0.012588,           0.0057148,           0.0057511,             0.95591,                   1,               0.995,             0.96977,           0.0017534,           0.0015156,          0.00010282,              0.0067,              0.0067,              0.0067
                 102,            0.012474,           0.0056578,           0.0052579,              0.9569,                   1,               0.995,             0.96812,           0.0017611,           0.0014915,           0.0001018,            0.006667,            0.006667,            0.006667
                 103,             0.01254,           0.0056539,           0.0055107,              0.9586,                   1,               0.995,             0.96977,           0.0017682,           0.0014723,          0.00010045,            0.006634,            0.006634,            0.006634
                 104,            0.012266,           0.0057305,           0.0054913,             0.95855,                   1,               0.995,             0.96977,           0.0017667,           0.0014562,          9.9435e-05,            0.006601,            0.006601,            0.006601
                 105,            0.012471,           0.0056842,           0.0059257,             0.95897,                   1,               0.995,             0.97308,           0.0017602,           0.0014537,          9.8705e-05,            0.006568,            0.006568,            0.006568
                 106,            0.012874,           0.0057099,           0.0055662,             0.95945,                   1,               0.995,              0.9764,            0.001756,           0.0014399,          9.7945e-05,            0.006535,            0.006535,            0.006535
                 107,            0.011986,           0.0055585,            0.004981,             0.95826,                   1,               0.995,              0.9764,           0.0017563,           0.0014247,          9.8571e-05,            0.006502,            0.006502,            0.006502
                 108,            0.012537,           0.0056205,            0.005638,             0.95793,                   1,               0.995,             0.97475,           0.0017514,           0.0014084,          9.9152e-05,            0.006469,            0.006469,            0.006469
                 109,            0.012166,           0.0055099,           0.0056977,             0.95757,                   1,               0.995,             0.97308,           0.0017388,            0.001395,          9.7811e-05,            0.006436,            0.006436,            0.006436
                 110,            0.012248,            0.005746,           0.0060666,             0.95747,                   1,               0.995,             0.97308,           0.0017324,           0.0013867,          9.6098e-05,            0.006403,            0.006403,            0.006403
                 111,            0.011783,           0.0056429,           0.0051245,              0.9575,                   1,               0.995,             0.97308,           0.0017376,           0.0013815,          9.4399e-05,             0.00637,             0.00637,             0.00637
                 112,            0.012119,           0.0055935,           0.0051323,             0.95837,                   1,               0.995,             0.97308,           0.0017307,           0.0013723,          9.2715e-05,            0.006337,            0.006337,            0.006337
                 113,            0.012569,           0.0055539,           0.0054113,             0.95776,                   1,               0.995,             0.96647,           0.0017222,           0.0013664,          9.1404e-05,            0.006304,            0.006304,            0.006304
                 114,            0.012203,           0.0055038,            0.005403,             0.95756,                   1,               0.995,             0.97143,           0.0017049,           0.0013612,          9.1255e-05,            0.006271,            0.006271,            0.006271
                 115,            0.012071,           0.0054291,           0.0053538,             0.95807,                   1,               0.995,             0.97143,           0.0016986,           0.0013487,          9.0986e-05,            0.006238,            0.006238,            0.006238
                 116,            0.012096,           0.0055777,           0.0060495,             0.95797,                   1,               0.995,             0.97143,           0.0016937,           0.0013375,          9.0599e-05,            0.006205,            0.006205,            0.006205
                 117,            0.011765,           0.0055209,           0.0053822,             0.95841,                   1,               0.995,             0.97143,           0.0016906,           0.0013323,          9.0465e-05,            0.006172,            0.006172,            0.006172
                 118,            0.012176,           0.0056318,           0.0061141,             0.95837,                   1,               0.995,             0.97143,           0.0016836,           0.0013227,          9.0137e-05,            0.006139,            0.006139,            0.006139
                 119,            0.011764,           0.0055256,             0.00567,             0.95864,                   1,               0.995,             0.97143,           0.0016763,             0.00131,          8.9824e-05,            0.006106,            0.006106,            0.006106
                 120,            0.012272,           0.0055994,           0.0055543,              0.9585,                   1,               0.995,             0.97143,            0.001665,           0.0012963,          8.9377e-05,            0.006073,            0.006073,            0.006073
                 121,            0.012102,           0.0055715,           0.0060771,             0.95824,                   1,               0.995,             0.96854,           0.0016607,           0.0012913,          8.9511e-05,             0.00604,             0.00604,             0.00604
                 122,            0.012669,           0.0055355,           0.0055794,             0.95848,                   1,               0.995,             0.96854,            0.001662,           0.0012931,          8.9332e-05,            0.006007,            0.006007,            0.006007
                 123,            0.012094,           0.0054462,           0.0048117,             0.95862,                   1,               0.995,             0.96854,           0.0016576,           0.0012943,          8.9705e-05,            0.005974,            0.005974,            0.005974
                 124,            0.011549,           0.0054256,           0.0052434,             0.95855,                   1,               0.995,             0.96854,           0.0016534,            0.001291,          8.9645e-05,            0.005941,            0.005941,            0.005941
                 125,            0.011629,           0.0053683,            0.005153,             0.95845,                   1,               0.995,             0.96854,           0.0016504,           0.0012884,          8.9839e-05,            0.005908,            0.005908,            0.005908
                 126,            0.011774,           0.0054195,           0.0053501,             0.95841,                   1,               0.995,             0.96854,           0.0016482,           0.0012865,          8.9765e-05,            0.005875,            0.005875,            0.005875
                 127,            0.011756,           0.0053732,           0.0049377,             0.95887,                   1,               0.995,             0.96854,           0.0016396,           0.0012833,          9.0003e-05,            0.005842,            0.005842,            0.005842
                 128,            0.011738,           0.0054279,           0.0053754,             0.95938,                   1,               0.995,             0.96854,           0.0016284,           0.0012759,          8.9794e-05,            0.005809,            0.005809,            0.005809
                 129,            0.011705,           0.0053629,           0.0051242,             0.95991,                   1,               0.995,             0.96854,           0.0016256,           0.0012683,          8.9824e-05,            0.005776,            0.005776,            0.005776
                 130,            0.011932,           0.0055274,           0.0058347,             0.96017,                   1,               0.995,             0.96855,           0.0016256,           0.0012616,          8.9765e-05,            0.005743,            0.005743,            0.005743
                 131,            0.011919,           0.0053959,           0.0051688,             0.96099,                   1,               0.995,             0.96855,           0.0016162,           0.0012546,          9.0286e-05,             0.00571,             0.00571,             0.00571
                 132,             0.01203,           0.0053007,           0.0048844,             0.96127,                   1,               0.995,             0.96855,           0.0016081,           0.0012479,          9.0137e-05,            0.005677,            0.005677,            0.005677
                 133,            0.011862,           0.0053811,           0.0048783,             0.96151,                   1,               0.995,             0.97144,           0.0016021,           0.0012403,          8.9854e-05,            0.005644,            0.005644,            0.005644
                 134,            0.011854,           0.0053392,           0.0051182,             0.96211,                   1,               0.995,             0.96855,           0.0015993,           0.0012377,          8.9213e-05,            0.005611,            0.005611,            0.005611
                 135,             0.01133,           0.0053876,           0.0054451,             0.96237,                   1,               0.995,             0.96855,           0.0015979,           0.0012319,          8.9034e-05,            0.005578,            0.005578,            0.005578
                 136,            0.011157,            0.005229,           0.0049676,              0.9626,                   1,               0.995,             0.96855,           0.0015921,           0.0012262,          8.8677e-05,            0.005545,            0.005545,            0.005545
                 137,             0.01168,           0.0052668,           0.0048454,             0.96321,                   1,               0.995,             0.96855,           0.0015891,           0.0012167,          8.8334e-05,            0.005512,            0.005512,            0.005512
                 138,            0.011522,           0.0052499,           0.0052469,             0.96316,                   1,               0.995,             0.96855,           0.0015868,           0.0012107,          8.7857e-05,            0.005479,            0.005479,            0.005479
                 139,            0.011431,           0.0052137,           0.0050398,             0.96311,                   1,               0.995,             0.96855,           0.0015831,           0.0012027,          8.7872e-05,            0.005446,            0.005446,            0.005446
                 140,            0.011707,           0.0053664,           0.0051587,             0.96318,                   1,               0.995,             0.97144,           0.0015836,            0.001198,          8.7544e-05,            0.005413,            0.005413,            0.005413
                 141,            0.011514,            0.005213,            0.005037,             0.96348,                   1,               0.995,             0.97144,           0.0015853,           0.0011973,          8.7395e-05,             0.00538,             0.00538,             0.00538
                 142,            0.011087,           0.0051837,           0.0051771,             0.96341,                   1,               0.995,             0.97144,           0.0015873,            0.001197,          8.7276e-05,            0.005347,            0.005347,            0.005347
                 143,            0.011132,           0.0052243,           0.0049043,             0.96363,                   1,               0.995,             0.97144,           0.0015848,           0.0011913,          8.7216e-05,            0.005314,            0.005314,            0.005314
                 144,            0.011576,           0.0051907,           0.0048826,              0.9639,                   1,               0.995,             0.97144,           0.0015821,           0.0011849,          8.6784e-05,            0.005281,            0.005281,            0.005281
                 145,             0.01123,           0.0050995,           0.0048014,             0.96381,                   1,               0.995,             0.97144,           0.0015804,           0.0011801,          8.6889e-05,            0.005248,            0.005248,            0.005248
                 146,            0.011029,           0.0050936,           0.0047231,             0.96443,                   1,               0.995,             0.97144,           0.0015794,            0.001177,          8.6948e-05,            0.005215,            0.005215,            0.005215
                 147,            0.011361,           0.0050441,           0.0048199,             0.96438,                   1,               0.995,             0.97144,           0.0015785,           0.0011706,          8.6576e-05,            0.005182,            0.005182,            0.005182
                 148,             0.01119,           0.0051315,           0.0049226,             0.96463,                   1,               0.995,             0.97144,           0.0015748,           0.0011655,          8.6665e-05,            0.005149,            0.005149,            0.005149
                 149,            0.011249,           0.0050738,           0.0045356,             0.96496,                   1,               0.995,             0.97144,           0.0015733,           0.0011639,          8.6814e-05,            0.005116,            0.005116,            0.005116
                 150,            0.011336,           0.0051067,           0.0046594,             0.96492,                   1,               0.995,             0.97144,           0.0015679,           0.0011607,          8.6278e-05,            0.005083,            0.005083,            0.005083
                 151,            0.011412,            0.005017,           0.0044385,             0.96521,                   1,               0.995,             0.97144,           0.0015672,            0.001161,          8.6367e-05,             0.00505,             0.00505,             0.00505
                 152,            0.011277,           0.0050168,           0.0042819,             0.96508,                   1,               0.995,             0.97144,           0.0015637,           0.0011569,           8.662e-05,            0.005017,            0.005017,            0.005017
                 153,            0.011397,           0.0050274,           0.0045505,             0.96533,                   1,               0.995,             0.97144,           0.0015625,           0.0011543,           8.674e-05,            0.004984,            0.004984,            0.004984
                 154,             0.01092,           0.0050904,           0.0053017,             0.96558,                   1,               0.995,             0.97144,           0.0015589,           0.0011512,          8.6471e-05,            0.004951,            0.004951,            0.004951
                 155,            0.010779,           0.0051399,           0.0050371,              0.9659,                   1,               0.995,             0.97144,           0.0015538,           0.0011483,          8.6501e-05,            0.004918,            0.004918,            0.004918
                 156,            0.010921,           0.0050085,           0.0042141,             0.96588,                   1,               0.995,             0.97144,           0.0015485,           0.0011461,           8.662e-05,            0.004885,            0.004885,            0.004885
                 157,            0.010676,           0.0049353,           0.0044427,             0.96581,                   1,               0.995,             0.97144,           0.0015469,           0.0011435,          8.6769e-05,            0.004852,            0.004852,            0.004852
                 158,            0.010798,           0.0049711,           0.0046741,             0.96574,                   1,               0.995,             0.97145,           0.0015453,           0.0011428,          8.7008e-05,            0.004819,            0.004819,            0.004819
                 159,            0.010854,           0.0049518,           0.0046393,             0.96594,                   1,               0.995,             0.97144,           0.0015434,            0.001145,          8.6591e-05,            0.004786,            0.004786,            0.004786
                 160,             0.01094,           0.0050142,           0.0049157,             0.96589,                   1,               0.995,             0.97144,           0.0015441,           0.0011457,          8.5995e-05,            0.004753,            0.004753,            0.004753
